load,name,time ,group
176.192,DSC02151.JPG,18:08:42,A-54
169.553,DSC02152.JPG,18:08:44,A-55
161.289,DSC02153.JPG,18:08:46,A-56
153.905,DSC02154.JPG,18:08:48,A-57
143.406,DSC02155.JPG,18:08:50,A-58
133.041,DSC02156.JPG,18:08:52,A-59
126.742,DSC02157.JPG,18:08:54,A-60
125.522,DSC02158.JPG,18:08:56,A-61
115.497,DSC02159.JPG,18:08:58,A-62
106.826,DSC02160.JPG,18:09:00,A-63
106.487,DSC02161.JPG,18:09:02,A-64
106.623,DSC02162.JPG,18:09:04,A-65
103.236,DSC02163.JPG,18:09:06,A-66
94.3618,DSC02164.JPG,18:09:08,A-67
87.4523,DSC02165.JPG,18:09:10,A-68
81.4912,DSC02166.JPG,18:09:12,A-69
74.3785,DSC02167.JPG,18:09:14,A-70
67.6723,DSC02168.JPG,18:09:16,A-71
60.7628,DSC02169.JPG,18:09:18,A-72
55.3436,DSC02170.JPG,18:09:20,A-73
55.4791,DSC02171.JPG,18:09:22,A-74
51.8211,DSC02172.JPG,18:09:24,A-75
47.418,DSC02173.JPG,18:09:26,A-76
47.4857,DSC02174.JPG,18:09:28,A-77
57.5113,DSC02175.JPG,18:09:30,A-78
72.956,DSC02176.JPG,18:09:32,A-79
94.1586,DSC02177.JPG,18:09:34,A-80
108.858,DSC02178.JPG,18:09:36,A-81
122.745,DSC02179.JPG,18:09:38,A-82
135.277,DSC02180.JPG,18:09:40,A-83
146.115,DSC02181.JPG,18:09:42,A-84
159.46,DSC02182.JPG,18:09:44,A-85
169.35,DSC02183.JPG,18:09:46,A-86
183.508,DSC02184.JPG,18:09:48,A-87
194.685,DSC02185.JPG,18:09:50,A-88
204.913,DSC02186.JPG,18:09:52,A-89
216.023,DSC02187.JPG,18:09:54,A-90
226.319,DSC02188.JPG,18:09:56,A-91
230.316,DSC02189.JPG,18:09:58,A-92
229.435,DSC02190.JPG,18:10:00,A-93
226.387,DSC02191.JPG,18:10:02,A-94
215.955,DSC02192.JPG,18:10:04,A-95
204.71,DSC02193.JPG,18:10:06,A-96
190.824,DSC02194.JPG,18:10:08,A-97
179.579,DSC02195.JPG,18:10:10,A-98
166.911,DSC02196.JPG,18:10:12,A-99
158.579,DSC02197.JPG,18:10:14,A-100
147.876,DSC02198.JPG,18:10:16,A-101
140.561,DSC02199.JPG,18:10:18,A-102
130.535,DSC02200.JPG,18:10:20,A-103
121.051,DSC02201.JPG,18:10:22,A-104
111.974,DSC02202.JPG,18:10:24,A-105
104.049,DSC02203.JPG,18:10:26,A-106
99.3746,DSC02204.JPG,18:10:28,A-107
90.2974,DSC02205.JPG,18:10:30,A-108
81.8977,DSC02206.JPG,18:10:32,A-109
73.4979,DSC02207.JPG,18:10:34,A-110
64.9627,DSC02208.JPG,18:10:36,A-111
57.85,DSC02209.JPG,18:10:38,A-112
50.6018,DSC02210.JPG,18:10:40,A-113
43.3536,DSC02211.JPG,18:10:42,A-114
43.2181,DSC02212.JPG,18:10:44,A-115
43.6923,DSC02213.JPG,18:10:46,A-116
55.6145,DSC02214.JPG,18:10:48,A-117
70.9238,DSC02215.JPG,18:10:50,A-118
86.1653,DSC02216.JPG,18:10:52,A-119
102.355,DSC02217.JPG,18:10:54,A-120
116.648,DSC02218.JPG,18:10:56,A-121
131.212,DSC02219.JPG,18:10:58,A-122
146.793,DSC02220.JPG,18:11:00,A-123
158.85,DSC02221.JPG,18:11:02,A-124
173.685,DSC02222.JPG,18:11:04,A-125
186.759,DSC02223.JPG,18:11:06,A-126
186.624,DSC02224.JPG,18:11:08,A-127
196.243,DSC02225.JPG,18:11:10,A-128
203.83,DSC02226.JPG,18:11:12,A-129
211.891,DSC02227.JPG,18:11:14,A-130
222.187,DSC02228.JPG,18:11:16,A-131
229.774,DSC02229.JPG,18:11:18,A-132
228.961,DSC02230.JPG,18:11:20,A-133
226.861,DSC02231.JPG,18:11:22,A-134
221.713,DSC02232.JPG,18:11:24,A-135
212.162,DSC02233.JPG,18:11:26,A-136
200.985,DSC02234.JPG,18:11:28,A-137
192.72,DSC02235.JPG,18:11:30,A-138
183.575,DSC02236.JPG,18:11:32,A-139
175.921,DSC02237.JPG,18:11:34,A-140
167.995,DSC02238.JPG,18:11:36,A-141
158.512,DSC02239.JPG,18:11:38,A-142
147.131,DSC02240.JPG,18:11:40,A-143
143.406,DSC02241.JPG,18:11:42,A-144
133.651,DSC02242.JPG,18:11:44,A-145
123.693,DSC02243.JPG,18:11:46,A-146
112.516,DSC02244.JPG,18:11:48,A-147
106.081,DSC02245.JPG,18:11:50,A-148
97.5456,DSC02246.JPG,18:11:52,A-149
91.3135,DSC02247.JPG,18:11:54,A-150
81.2203,DSC02248.JPG,18:11:56,A-151
75.4624,DSC02249.JPG,18:11:58,A-152
67.6045,DSC02250.JPG,18:12:00,A-153
62.0498,DSC02251.JPG,18:12:02,A-154
59.408,DSC02252.JPG,18:12:04,A-155
54.2597,DSC02253.JPG,18:12:06,A-156
49.5179,DSC02254.JPG,18:12:08,A-157
43.4213,DSC02255.JPG,18:12:10,A-158
39.8989,DSC02256.JPG,18:12:12,A-159
39.5602,DSC02257.JPG,18:12:14,A-160
51.4147,DSC02258.JPG,18:12:16,A-161
63.2692,DSC02259.JPG,18:12:18,A-162
77.4268,DSC02260.JPG,18:12:20,A-163
90.4329,DSC02261.JPG,18:12:22,A-164
90.2974,DSC02262.JPG,18:12:24,A-165
105.268,DSC02263.JPG,18:12:26,A-166
118.342,DSC02264.JPG,18:12:28,A-167
136.767,DSC02265.JPG,18:12:30,A-168
151.738,DSC02266.JPG,18:12:32,A-169
166.166,DSC02267.JPG,18:12:34,A-170
165.692,DSC02268.JPG,18:12:36,A-171
178.63,DSC02269.JPG,18:12:38,A-172
190.891,DSC02270.JPG,18:12:40,A-173
202.61,DSC02271.JPG,18:12:42,A-174
210.739,DSC02272.JPG,18:12:44,A-175
218.394,DSC02273.JPG,18:12:46,A-176
224.219,DSC02274.JPG,18:12:48,A-177
234.38,DSC02275.JPG,18:12:50,A-178
232.687,DSC02276.JPG,18:12:52,A-179
231.739,DSC02277.JPG,18:12:54,A-180
231.264,DSC02278.JPG,18:12:56,A-181
229.164,DSC02279.JPG,18:12:58,A-182
224.355,DSC02280.JPG,18:13:00,A-183
223.677,DSC02281.JPG,18:13:02,A-184
220.561,DSC02282.JPG,18:13:04,A-185
216.565,DSC02283.JPG,18:13:06,A-186
214.058,DSC02284.JPG,18:13:08,A-187
205.862,DSC02285.JPG,18:13:10,A-188
196.311,DSC02286.JPG,18:13:12,A-189
189.13,DSC02287.JPG,18:13:14,A-190
188.927,DSC02288.JPG,18:13:16,A-191
179.85,DSC02289.JPG,18:13:18,A-192
172.872,DSC02290.JPG,18:13:20,A-193
172.398,DSC02291.JPG,18:13:22,A-194
164.337,DSC02292.JPG,18:13:24,A-195
156.818,DSC02293.JPG,18:13:26,A-196
145.506,DSC02294.JPG,18:13:28,A-197
137.173,DSC02295.JPG,18:13:30,A-198
133.041,DSC02296.JPG,18:13:32,A-199
126.064,DSC02297.JPG,18:13:34,A-200
119.697,DSC02298.JPG,18:13:36,A-201
112.11,DSC02299.JPG,18:13:38,A-202
102.626,DSC02300.JPG,18:13:40,A-203
96.8682,DSC02301.JPG,18:13:42,A-204
90.4329,DSC02302.JPG,18:13:44,A-205
81.9654,DSC02303.JPG,18:13:46,A-206
75.3269,DSC02304.JPG,18:13:48,A-207
69.7045,DSC02305.JPG,18:13:50,A-208
61.9821,DSC02306.JPG,18:13:52,A-209
57.2403,DSC02307.JPG,18:13:54,A-210
52.0243,DSC02308.JPG,18:13:56,A-211
46.7406,DSC02309.JPG,18:13:58,A-212
46.5374,DSC02310.JPG,18:14:00,A-213
58.1887,DSC02311.JPG,18:14:02,A-214
71.7367,DSC02312.JPG,18:14:04,A-215
72.7528,DSC02313.JPG,18:14:06,A-216
104.184,DSC02314.JPG,18:14:08,A-217
121.729,DSC02315.JPG,18:14:10,A-218
121.39,DSC02316.JPG,18:14:12,A-219
137.173,DSC02317.JPG,18:14:14,A-220
152.821,DSC02318.JPG,18:14:16,A-221
166.844,DSC02319.JPG,18:14:18,A-222
180.392,DSC02320.JPG,18:14:20,A-223
196.175,DSC02321.JPG,18:14:22,A-224
207.352,DSC02322.JPG,18:14:24,A-225
222.932,DSC02323.JPG,18:14:26,A-226
231.061,DSC02324.JPG,18:14:28,A-227
229.503,DSC02325.JPG,18:14:30,A-228
228.487,DSC02326.JPG,18:14:32,A-229
227.268,DSC02327.JPG,18:14:34,A-230
218.258,DSC02328.JPG,18:14:36,A-231
204.981,DSC02329.JPG,18:14:38,A-232
201.933,DSC02330.JPG,18:14:40,A-233
191.433,DSC02331.JPG,18:14:42,A-234
183.846,DSC02332.JPG,18:14:44,A-235
176.395,DSC02333.JPG,18:14:46,A-236
165.895,DSC02334.JPG,18:14:48,A-237
155.802,DSC02335.JPG,18:14:50,A-238
144.625,DSC02336.JPG,18:14:52,A-239
135.548,DSC02337.JPG,18:14:54,A-240
126.809,DSC02338.JPG,18:14:56,A-241
117.326,DSC02339.JPG,18:14:58,A-242
107.232,DSC02340.JPG,18:15:00,A-243
100.662,DSC02341.JPG,18:15:02,A-244
93.0748,DSC02342.JPG,18:15:04,A-245
86.3685,DSC02343.JPG,18:15:06,A-246
78.7816,DSC02344.JPG,18:15:08,A-247
73.5656,DSC02345.JPG,18:15:10,A-248
65.7078,DSC02346.JPG,18:15:12,A-249
57.1048,DSC02347.JPG,18:15:14,A-250
54.2597,DSC02348.JPG,18:15:16,A-251
50.534,DSC02349.JPG,18:15:18,A-252
46.1987,DSC02350.JPG,18:15:20,A-253
45.9955,DSC02351.JPG,18:15:22,A-254
62.1853,DSC02352.JPG,18:15:24,A-255
74.9882,DSC02353.JPG,18:15:26,A-256
74.6495,DSC02354.JPG,18:15:28,A-257
91.72,DSC02355.JPG,18:15:30,A-258
108.858,DSC02356.JPG,18:15:32,A-259
123.964,DSC02357.JPG,18:15:34,A-260
140.086,DSC02358.JPG,18:15:36,A-261
149.367,DSC02359.JPG,18:15:38,A-262
154.786,DSC02360.JPG,18:15:40,A-263
166.098,DSC02361.JPG,18:15:42,A-264
179.579,DSC02362.JPG,18:15:44,A-265
189.807,DSC02363.JPG,18:15:46,A-266
192.991,DSC02364.JPG,18:15:48,A-267
203.288,DSC02365.JPG,18:15:50,A-268
220.087,DSC02366.JPG,18:15:52,A-269
228.487,DSC02367.JPG,18:15:54,A-270
227.064,DSC02368.JPG,18:15:56,A-271
226.794,DSC02369.JPG,18:15:58,A-272
227.2,DSC02370.JPG,18:16:00,A-273
224.829,DSC02371.JPG,18:16:02,A-274
214.058,DSC02372.JPG,18:16:04,A-275
205.591,DSC02373.JPG,18:16:06,A-276
196.04,DSC02374.JPG,18:16:08,A-277
185.54,DSC02375.JPG,18:16:10,A-278
177.547,DSC02376.JPG,18:16:12,A-279
165.692,DSC02377.JPG,18:16:14,A-280
158.037,DSC02378.JPG,18:16:16,A-281
146.996,DSC02379.JPG,18:16:18,A-282
146.251,DSC02380.JPG,18:16:20,A-283
129.112,DSC02381.JPG,18:16:22,A-284
119.764,DSC02382.JPG,18:16:24,A-285
110.89,DSC02383.JPG,18:16:26,A-286
102.694,DSC02384.JPG,18:16:28,A-287
94.836,DSC02385.JPG,18:16:30,A-288
94.3618,DSC02386.JPG,18:16:32,A-289
80.2042,DSC02387.JPG,18:16:34,A-290
72.7528,DSC02388.JPG,18:16:36,A-291
66.9271,DSC02389.JPG,18:16:38,A-292
58.3919,DSC02390.JPG,18:16:40,A-293
52.9049,DSC02391.JPG,18:16:42,A-294
46.4019,DSC02392.JPG,18:16:44,A-295
41.8633,DSC02393.JPG,18:16:46,A-296
41.7956,DSC02394.JPG,18:16:48,A-297
58.6628,DSC02395.JPG,18:16:50,A-298
74.8527,DSC02396.JPG,18:16:52,A-299
84.2008,DSC02397.JPG,18:16:54,A-300
116.716,DSC02398.JPG,18:23:30,B-1
116.716,DSC02399.JPG,18:23:32,B-2
117.19,DSC02400.JPG,18:23:34,B-3
135.954,DSC02401.JPG,18:23:36,B-4
137.919,DSC02402.JPG,18:23:38,B-5
150.721,DSC02403.JPG,18:23:40,B-6
156.276,DSC02404.JPG,18:23:42,B-7
164.811,DSC02405.JPG,18:23:44,B-8
173.821,DSC02406.JPG,18:23:46,B-9
181.543,DSC02407.JPG,18:23:48,B-10
187.233,DSC02408.JPG,18:23:50,B-11
196.175,DSC02409.JPG,18:23:52,B-12
202.001,DSC02410.JPG,18:23:54,B-13
208.097,DSC02411.JPG,18:23:56,B-14
218.326,DSC02412.JPG,18:23:58,B-15
223.813,DSC02413.JPG,18:24:00,B-16
228.555,DSC02414.JPG,18:24:02,B-17
231.739,DSC02415.JPG,18:24:04,B-18
231.468,DSC02416.JPG,18:24:06,B-19
231.4,DSC02417.JPG,18:24:08,B-20
231.332,DSC02418.JPG,18:24:10,B-21
230.79,DSC02419.JPG,18:24:12,B-22
229.368,DSC02420.JPG,18:24:14,B-23
225.032,DSC02421.JPG,18:24:16,B-24
219.816,DSC02422.JPG,18:24:18,B-25
214.871,DSC02423.JPG,18:24:20,B-26
207.217,DSC02424.JPG,18:24:22,B-27
202.136,DSC02425.JPG,18:24:24,B-28
195.091,DSC02426.JPG,18:24:26,B-29
185.133,DSC02427.JPG,18:24:28,B-30
174.634,DSC02428.JPG,18:24:30,B-31
165.15,DSC02429.JPG,18:24:32,B-32
158.85,DSC02430.JPG,18:24:34,B-33
150.112,DSC02431.JPG,18:24:36,B-34
141.306,DSC02432.JPG,18:24:38,B-35
129.654,DSC02433.JPG,18:24:40,B-36
116.513,DSC02434.JPG,18:24:42,B-37
103.168,DSC02435.JPG,18:24:44,B-38
91.6522,DSC02436.JPG,18:24:46,B-39
80.5429,DSC02437.JPG,18:24:48,B-40
69.298,DSC02438.JPG,18:24:50,B-41
63.6756,DSC02439.JPG,18:24:52,B-42
56.2242,DSC02440.JPG,18:24:54,B-43
49.5857,DSC02441.JPG,18:24:56,B-44
43.76,DSC02442.JPG,18:24:58,B-45
39.8989,DSC02443.JPG,18:25:00,B-46
51.8888,DSC02444.JPG,18:25:02,B-47
53.5146,DSC02445.JPG,18:25:04,B-48
66.5207,DSC02446.JPG,18:25:06,B-49
78.4429,DSC02447.JPG,18:25:08,B-50
87.9943,DSC02448.JPG,18:25:10,B-51
101.61,DSC02449.JPG,18:25:12,B-52
112.787,DSC02450.JPG,18:25:14,B-53
123.49,DSC02451.JPG,18:25:16,B-54
132.093,DSC02452.JPG,18:25:18,B-55
137.512,DSC02453.JPG,18:25:20,B-56
145.844,DSC02454.JPG,18:25:22,B-57
148.283,DSC02455.JPG,18:25:24,B-58
161.357,DSC02456.JPG,18:25:26,B-59
162.441,DSC02457.JPG,18:25:28,B-60
171.518,DSC02458.JPG,18:25:30,B-61
176.395,DSC02459.JPG,18:25:32,B-62
182.695,DSC02460.JPG,18:25:34,B-63
193.94,DSC02461.JPG,18:25:36,B-64
204.101,DSC02462.JPG,18:25:38,B-65
210.265,DSC02463.JPG,18:25:40,B-66
217.581,DSC02464.JPG,18:25:42,B-67
222.594,DSC02465.JPG,18:25:44,B-68
227.471,DSC02466.JPG,18:25:46,B-69
227.2,DSC02467.JPG,18:25:48,B-70
226.794,DSC02468.JPG,18:25:50,B-71
225.71,DSC02469.JPG,18:25:52,B-72
224.49,DSC02470.JPG,18:25:54,B-73
223.136,DSC02471.JPG,18:25:56,B-74
221.442,DSC02472.JPG,18:25:58,B-75
219.681,DSC02473.JPG,18:26:00,B-76
218.055,DSC02474.JPG,18:26:02,B-77
216.903,DSC02475.JPG,18:26:04,B-78
216.836,DSC02476.JPG,18:26:06,B-79
217.107,DSC02477.JPG,18:26:08,B-80
216.903,DSC02478.JPG,18:26:10,B-81
216.7,DSC02479.JPG,18:26:12,B-82
212.839,DSC02480.JPG,18:26:14,B-83
208.639,DSC02481.JPG,18:26:16,B-84
198.749,DSC02482.JPG,18:26:18,B-85
190.553,DSC02483.JPG,18:26:20,B-86
183.169,DSC02484.JPG,18:26:22,B-87
167.25,DSC02485.JPG,18:26:24,B-88
161.018,DSC02486.JPG,18:26:26,B-89
147.944,DSC02487.JPG,18:26:28,B-90
137.444,DSC02488.JPG,18:26:30,B-91
125.048,DSC02489.JPG,18:26:32,B-92
115.497,DSC02490.JPG,18:26:34,B-93
100.594,DSC02491.JPG,18:26:36,B-94
89.5523,DSC02492.JPG,18:26:38,B-95
76.2752,DSC02493.JPG,18:26:40,B-96
66.8594,DSC02494.JPG,18:26:42,B-97
58.0532,DSC02495.JPG,18:26:44,B-98
50.805,DSC02496.JPG,18:26:46,B-99
44.5729,DSC02497.JPG,18:26:48,B-100
42.4052,DSC02498.JPG,18:26:50,B-101
62.1176,DSC02499.JPG,18:26:52,B-102
61.5757,DSC02500.JPG,18:26:54,B-103
75.6656,DSC02501.JPG,18:26:56,B-104
85.2847,DSC02502.JPG,18:26:58,B-105
96.1908,DSC02503.JPG,18:27:00,B-106
106.352,DSC02504.JPG,18:27:02,B-107
115.632,DSC02505.JPG,18:27:04,B-108
122.406,DSC02506.JPG,18:27:06,B-109
128.164,DSC02507.JPG,18:27:08,B-110
136.496,DSC02508.JPG,18:27:10,B-111
144.083,DSC02509.JPG,18:27:12,B-112
153.025,DSC02510.JPG,18:27:14,B-113
157.089,DSC02511.JPG,18:27:16,B-114
162.17,DSC02512.JPG,18:27:18,B-115
161.831,DSC02513.JPG,18:27:20,B-116
166.031,DSC02514.JPG,18:27:22,B-117
167.724,DSC02515.JPG,18:27:24,B-118
173.414,DSC02516.JPG,18:27:26,B-119
181.814,DSC02517.JPG,18:27:28,B-120
189.401,DSC02518.JPG,18:27:30,B-121
195.769,DSC02519.JPG,18:27:32,B-122
198.614,DSC02520.JPG,18:27:34,B-123
202.949,DSC02521.JPG,18:27:36,B-124
206.065,DSC02522.JPG,18:27:38,B-125
207.623,DSC02523.JPG,18:27:40,B-126
210.265,DSC02524.JPG,18:27:42,B-127
216.768,DSC02525.JPG,18:27:44,B-128
221.442,DSC02526.JPG,18:27:46,B-129
221.916,DSC02527.JPG,18:27:48,B-130
223.339,DSC02528.JPG,18:27:50,B-131
225.71,DSC02529.JPG,18:27:52,B-132
225.981,DSC02530.JPG,18:27:54,B-133
225.845,DSC02531.JPG,18:27:56,B-134
225.777,DSC02532.JPG,18:27:58,B-135
225.574,DSC02533.JPG,18:28:00,B-136
224.965,DSC02534.JPG,18:28:02,B-137
222.255,DSC02535.JPG,18:28:04,B-138
217.513,DSC02536.JPG,18:28:06,B-139
213.652,DSC02537.JPG,18:28:08,B-140
207.013,DSC02538.JPG,18:28:10,B-141
205.794,DSC02539.JPG,18:28:12,B-142
197.936,DSC02540.JPG,18:28:14,B-143
188.995,DSC02541.JPG,18:28:16,B-144
186.624,DSC02542.JPG,18:28:18,B-145
168.944,DSC02543.JPG,18:28:20,B-146
155.87,DSC02544.JPG,18:28:22,B-147
145.506,DSC02545.JPG,18:28:24,B-148
138.732,DSC02546.JPG,18:28:26,B-149
122.609,DSC02547.JPG,18:28:28,B-150
108.655,DSC02548.JPG,18:28:30,B-151
96.5295,DSC02549.JPG,18:28:32,B-152
84.7427,DSC02550.JPG,18:28:34,B-153
71.398,DSC02551.JPG,18:28:36,B-154
70.856,DSC02552.JPG,18:28:38,B-155
61.5757,DSC02553.JPG,18:28:40,B-156
54.2597,DSC02554.JPG,18:28:42,B-157
49.9244,DSC02555.JPG,18:28:44,B-158
44.1665,DSC02556.JPG,18:28:46,B-159
40.8472,DSC02557.JPG,18:28:48,B-160
40.7795,DSC02558.JPG,18:28:50,B-161
40.915,DSC02559.JPG,18:28:52,B-162
41.0504,DSC02560.JPG,18:28:54,B-163
57.7145,DSC02561.JPG,18:28:56,B-164
71.8721,DSC02562.JPG,18:28:58,B-165
82.9815,DSC02563.JPG,18:29:00,B-166
90.3652,DSC02564.JPG,18:29:02,B-167
102.897,DSC02565.JPG,18:29:04,B-168
112.719,DSC02566.JPG,18:29:06,B-169
124.913,DSC02567.JPG,18:29:08,B-170
131.89,DSC02568.JPG,18:29:10,B-171
139.544,DSC02569.JPG,18:29:12,B-172
148.08,DSC02570.JPG,18:29:14,B-173
161.357,DSC02571.JPG,18:29:16,B-174
171.111,DSC02572.JPG,18:29:18,B-175
170.569,DSC02573.JPG,18:29:20,B-176
177.818,DSC02574.JPG,18:29:22,B-177
184.05,DSC02575.JPG,18:29:24,B-178
190.214,DSC02576.JPG,18:29:26,B-179
192.043,DSC02577.JPG,18:29:28,B-180
191.84,DSC02578.JPG,18:29:30,B-181
197.123,DSC02579.JPG,18:29:32,B-182
206.268,DSC02580.JPG,18:29:34,B-183
211.417,DSC02581.JPG,18:29:36,B-184
216.226,DSC02582.JPG,18:29:38,B-185
218.326,DSC02583.JPG,18:29:40,B-186
223.948,DSC02584.JPG,18:29:42,B-187
223.271,DSC02585.JPG,18:29:44,B-188
226.861,DSC02586.JPG,18:29:46,B-189
226.658,DSC02587.JPG,18:29:48,B-190
226.59,DSC02588.JPG,18:29:50,B-191
226.726,DSC02589.JPG,18:29:52,B-192
225.506,DSC02590.JPG,18:29:54,B-193
223.0,DSC02591.JPG,18:29:56,B-194
219.071,DSC02592.JPG,18:29:58,B-195
213.991,DSC02593.JPG,18:30:00,B-196
208.775,DSC02594.JPG,18:30:02,B-197
201.933,DSC02595.JPG,18:30:04,B-198
196.785,DSC02596.JPG,18:30:06,B-199
189.537,DSC02597.JPG,18:30:08,B-200
182.492,DSC02598.JPG,18:30:10,B-201
173.821,DSC02599.JPG,18:30:12,B-202
163.524,DSC02600.JPG,18:30:14,B-203
153.567,DSC02601.JPG,18:30:16,B-204
144.218,DSC02602.JPG,18:30:18,B-205
131.348,DSC02603.JPG,18:30:20,B-206
117.326,DSC02604.JPG,18:30:22,B-207
104.252,DSC02605.JPG,18:30:24,B-208
101.949,DSC02606.JPG,18:30:26,B-209
95.2424,DSC02607.JPG,18:30:28,B-210
83.9299,DSC02608.JPG,18:30:30,B-211
77.0881,DSC02609.JPG,18:30:32,B-212
71.2625,DSC02610.JPG,18:30:34,B-213
65.6401,DSC02611.JPG,18:30:36,B-214
65.0304,DSC02612.JPG,18:30:38,B-215
61.4402,DSC02613.JPG,18:30:40,B-216
57.579,DSC02614.JPG,18:30:42,B-217
50.8727,DSC02615.JPG,18:30:44,B-218
48.6373,DSC02616.JPG,18:30:46,B-219
47.2825,DSC02617.JPG,18:30:48,B-220
45.6568,DSC02618.JPG,18:30:50,B-221
45.3181,DSC02619.JPG,18:30:52,B-222
45.3181,DSC02620.JPG,18:30:54,B-223
45.3858,DSC02621.JPG,18:30:56,B-224
45.3858,DSC02622.JPG,18:30:58,B-225
45.3858,DSC02623.JPG,18:31:00,B-226
60.8305,DSC02624.JPG,18:31:02,B-227
60.4241,DSC02625.JPG,18:31:04,B-228
68.6206,DSC02626.JPG,18:31:06,B-229
79.0526,DSC02627.JPG,18:31:08,B-230
86.9104,DSC02628.JPG,18:31:10,B-231
99.0359,DSC02629.JPG,18:31:12,B-232
116.31,DSC02630.JPG,18:31:14,B-233
116.106,DSC02631.JPG,18:31:16,B-234
125.658,DSC02632.JPG,18:31:18,B-235
136.428,DSC02633.JPG,18:31:20,B-236
145.776,DSC02634.JPG,18:31:22,B-237
150.925,DSC02635.JPG,18:31:24,B-238
155.937,DSC02636.JPG,18:31:26,B-239
163.118,DSC02637.JPG,18:31:28,B-240
169.079,DSC02638.JPG,18:31:30,B-241
168.469,DSC02639.JPG,18:31:32,B-242
178.563,DSC02640.JPG,18:31:34,B-243
187.708,DSC02641.JPG,18:31:36,B-244
197.123,DSC02642.JPG,18:31:38,B-245
201.933,DSC02643.JPG,18:31:40,B-246
202.001,DSC02644.JPG,18:31:42,B-247
205.252,DSC02645.JPG,18:31:44,B-248
209.791,DSC02646.JPG,18:31:46,B-249
213.584,DSC02647.JPG,18:31:48,B-250
219.071,DSC02648.JPG,18:31:50,B-251
225.845,DSC02649.JPG,18:31:52,B-252
229.774,DSC02650.JPG,18:31:54,B-253
229.232,DSC02651.JPG,18:31:56,B-254
229.435,DSC02652.JPG,18:31:58,B-255
228.893,DSC02653.JPG,18:32:00,B-256
228.216,DSC02654.JPG,18:32:02,B-257
226.997,DSC02655.JPG,18:32:04,B-258
227.471,DSC02656.JPG,18:32:06,B-259
224.965,DSC02657.JPG,18:32:08,B-260
223.203,DSC02658.JPG,18:32:10,B-261
220.02,DSC02659.JPG,18:32:12,B-262
219.952,DSC02660.JPG,18:32:14,B-263
215.481,DSC02661.JPG,18:32:16,B-264
210.807,DSC02662.JPG,18:32:18,B-265
205.049,DSC02663.JPG,18:32:20,B-266
200.104,DSC02664.JPG,18:32:22,B-267
194.82,DSC02665.JPG,18:32:24,B-268
184.592,DSC02666.JPG,18:32:26,B-269
176.734,DSC02667.JPG,18:32:28,B-270
171.721,DSC02668.JPG,18:32:30,B-271
161.492,DSC02669.JPG,18:32:32,B-272
151.805,DSC02670.JPG,18:32:34,B-273
145.37,DSC02671.JPG,18:32:36,B-274
137.106,DSC02672.JPG,18:32:38,B-275
127.419,DSC02673.JPG,18:32:40,B-276
